WKT,id,nom_ets,adresse,commune,lib_regime,url_fiche,lib_seveso
"POINT (6.0235971954965 47.2569075125429)","10231",EQIOM BETONS,ZI de Trépillot - Rue Albert Thomas,BESANCON,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903630,
"POINT (6.34190857222234 47.3540939558102)","10232",NUANCE +,Rue du Moulin,BAUME LES DAMES,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902572,
"POINT (6.26574317227302 47.3583240612643)","10233",DOMINIQUE DREZET EURL,33 rue des Sapins - Lieu dit Val de Dessous,VAL DE ROULANS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904087,
"POINT (5.95560771872834 47.2006070947544)","10234",ISDI,La Belle Etoile,AVANNE AVENEY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906382,
"POINT (6.28469575716244 47.2663996657324)","10235",CABAUD PATRICK,20 rue Marie Pierre Rousseaux,GLAMONDANS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906109,
"POINT (6.28629147424883 47.3403010501704)","10236",SIMOES Carlos,,SECHIN,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003302561,
"POINT (6.16018543971084 47.1971867746515)","10237",ENIL,,MAMIROLLE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900390,
"POINT (6.01710968814738 47.3303737344829)","10238",KME (ex Zindel),Zone Industrielle - rue de SODETAL,DEVECEY,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900244,Non Seveso
"POINT (6.23495077093216 47.4868320841475)","10239",GTM TERRASSEMENT,Lieu-dit Les Vieilles Coupes,ORMENANS,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903295,Non Seveso
"POINT (6.32823537193693 47.4172778118329)","10240",SARL CHATELAIN METHANISATION,9 RUE DE LA CRAIE,TOURNANS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500880,
"POINT (5.96354009810273 47.2260621567437)","10241",CHRU BESANCON SITE DE J. MINJOZ,Boulevard Alexandre Fleming,BESANCON,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902670,Non Seveso
"POINT (6.12425798294715 47.3710901438498)","10242",ERHARD VIENNOISERIE TRAITEUR,5 route de Moncey,THUREY LE MONT,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902118,Non Seveso
"POINT (6.29648535724397 47.2447554156186)","10243",ECOGRANU 25 SARL,Lieu-dit Les Champs Durand,GONSANS,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902551,Non Seveso
"POINT (6.21393117668831 47.3311996625348)","10244",BELLOTTI,rue de la Chaillé,POULIGNEY LUSANS,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906580,Non Seveso
"POINT (5.96110908660787 47.4827859641877)","10245",SOCIETE DES CARRIERES L'EST,Lieu-dit Les Chanots,FRETIGNEY ET VELLOREILLE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901826,Non Seveso
"POINT (6.0088743808016 47.3770455119808)","10246",SCE,Lieux-dits Les Rondes et Mourey,BOULT,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901771,Non Seveso
"POINT (6.05758797526055 47.2654306699595)","10247",GRUPO ANTOLIN BESANCON,10 rue du Valset,CHALEZEULE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012900036,
"POINT (6.00534315005048 47.2719408097818)","10248",AUTO PIECE 25000,"71, Chemin de Valentin",BESANCON,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902224,Non Seveso
"POINT (6.23611659340302 47.3153926392614)","10249",SYTEVOM (Roulans),Lieu-dit Aux Alozes,Roulans,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902606,Non Seveso
"POINT (6.17042817552033 47.3395675305201)","10250",METALIS,ROUTE DE POULIGNEY,Marchaux-Chaudefontaine,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900182,Non Seveso
"POINT (6.11441147706406 47.3264615909394)","10251",GRANULATS DE FRANCHE COMTE,Lieu-dit La Grande Côte,Marchaux-Chaudefontaine,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901560,Non Seveso
"POINT (5.96644881955576 47.2277264593602)","10252",SPIC (SOCIETE NOUVELLE SPIC),"8, bis rue Branly - ZI de Chateaufarine",Besançon,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900110,Non Seveso
"POINT (6.02160916306446 47.2389680084696)","10253",Centre Commercial LES PASSAGES PASTEUR,Direction de la Galerie Marchande - 6B rue Pasteur,Besançon,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012900092,
"POINT (6.10625389277877 47.4126089830925)","10254",DEMOULIN FEDY SAS,Lieu-dit Fourchot,Traitiéfontaine,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901891,Non Seveso
"POINT (5.98055355718356 47.231184319869)","10255",EASYDIS,8 rue Alfred Kastler,Besançon,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902252,Non Seveso
"POINT (6.06181469847696 47.265048848211)","10256",SOMIRA APPLICATIONS,4 rue des Vallières Sud,Chalezeule,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900172,Non Seveso
"POINT (6.19419920186904 47.2893625322129)","10257",BUTAGAZ SAS,rue du Breuil,Deluz,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900239,Seveso seuil haut
"POINT (5.93776901748936 47.2266193795245)","10258",ESKA (DERICHEBOURG) (Franois),ZI Au Bois,Franois,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900305,Non Seveso
"POINT (5.97155171546861 47.2262533494006)","10259",SYBERT UIOM,Angle rues Belin et Einstein,Besançon,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902597,Non Seveso
"POINT (5.97468825743772 47.2121907652598)","10260",SUPERFOS  BESANCON SAS,11 rue La Fayette - BP 94017,BESANCON,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900116,Non Seveso
"POINT (6.23530267521339 47.2996930034012)","10261",BOST GARNARCHE INDUSTRIES,rue Elysée Bost,Laissey,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900365,
"POINT (6.32336984898793 47.349769493963)","10262",LES CARRIERES COMTOISES (L2C),Lieu-dit La Cude,Baume-les-Dames,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901486,Non Seveso
"POINT (5.98009361435788 47.2333853516333)","10263",C2T DECHETS/ M. LOUISOT,13 rue Thomas Edison,Besançon,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003300376,
"POINT (5.94357666496991 47.4155439200899)","10264",MONNARD Frédéric,2 Rue du Chemin Neuf - NE PAS ENVOYER DE COURRIER A CETTE ADRESSE MAIS A BONNEVENT,OISELAY ET GRACHAUX,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000588,Non Seveso
"POINT (6.09794955028089 47.2125362658863)","10265",BONNEFOY (Saône),"14, rue de l'Industrie - BP 28",Saône,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902555,
"POINT (6.2769432080756 47.3784340153588)","10266",LE TENO MICHEL,,LA BRETENIERE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500154,Non Seveso
"POINT (6.17714450527555 47.5026489293399)","10267",SARL LES 2 CHATEAUX,2 Rue les ridets,Filain,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0100013080,Non Seveso
