WKT,id,nom_ets,adresse,commune,lib_regime,url_fiche,lib_seveso
"POINT (6.56359034345876 47.4262062611735)","101080",Société des Travaux du Doubs,- Bord de l' A36  PK 50 - Lieu-dit Combe,RANG,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902431,Non Seveso
"POINT (6.77420617592455 47.4419462586661)","101081",COLAS GRANDS TRAVAUX,Poste mobile d'enrobage temporaire,MATHAY,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905692,Non Seveso
"POINT (6.59735769721773 47.7525194606827)","101082",JEANDEL,,ST BARTHELEMY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904573,
"POINT (6.76926005382356 47.2220925983822)","101083",HBT CONCEPT,,FRAMBOUHANS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904404,
"POINT (6.54444149580458 46.9884132131282)","101084",FEG,2 rue du Moulin,LES GRAS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903229,
"POINT (6.59084216221411 47.058123448388)","101085",Faivre Rampant,,MORTEAU,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905628,
"POINT (6.50178766095255 47.1580700198321)","101086",MAIRIE DE LORAY,,LORAY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003300066,
"POINT (6.52761771526647 47.042164970571)","101087",TPB BELTRAMELLI,24 rue le Pouchet,LES COMBES,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003300071,
"POINT (6.44244489219663 47.3388753534275)","101088",DROMARD TP,,LOMONT SUR CRETE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003300144,
"POINT (6.83914780658313 47.6480169973665)","101089",MONTS ET TERROIRS,32 rue de Marseille,BELFORT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003301482,
"POINT (6.48303837056258 47.8284284235691)","101090",ELEVAGE DU CRYSTAL BOMBE,1 IMPASSE DE LA NOYE,LA BRUYERE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003301609,
"POINT (6.42869844429069 47.5593136420045)","101091",COMMUNAUTE COMMUNES PAYS VILLERSEXEL,Route d'Aillevans,VILLERSEXEL,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003301728,
"POINT (6.60367675123726 47.7394949987347)","101092",MENUISERIE CARDOT LAURENT,1 rue des Charmilles,ST BARTHELEMY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003301764,
"POINT (6.5658162743315 47.2201352898814)","101093",HUOT Didier,2 rue du Pré Prévost,PIERREFONTAINE LES VARANS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003301871,
"POINT (6.77420617592455 47.4419462586661)","101094",BROQUET,7 chemin de la Prusse,MATHAY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003302063,
"POINT (6.6402218064692 47.7951620285329)","101095",MAIRIE,Aux Champs Journet,TERNUAY MELAY ET ST HILAIRE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003302095,
"POINT (6.44101957863259 47.6937520262645)","101096",SCEA ENTRE CHIENS ET LOUPS,ROUTE DE LA SALINE - lieu-dit Ferme du Mont Latru,BOUHANS LES LURE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003302171,
"POINT (6.79760970303412 47.3462201595229)","101097",BONVALOT,ferme Monglioz,MONTECHEROUX,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003302221,
"POINT (6.74992524953374 47.1753483139564)","101098",TP MOUGIN,1 chemin du Grand Pré,BONNETAGE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003302486,
"POINT (6.59986967647471 47.3693532995203)","101099",GAEC VAUTHERIN,1b rue du Lomont,TOURNEDOZ,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003302973,
"POINT (6.52195955898186 47.7219016272823)","101100",KOHTEXLER SA (ex BOUSSAC),,ST GERMAIN,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903656,
"POINT (6.72685823806071 47.1825737775748)","101101",SNAP-BRUN,20 Route de Pontarlier,BONNETAGE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903210,
"POINT (6.45623087606535 46.8985626237111)","101102",SEDIS,"6, Rue de Verjoux",VERRIERES DE JOUX,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900667,
"POINT (6.65309239992726 47.7022456587393)","101103",COM DE COMMUNES RAHIN ET CHERIMONT,Sur le Pré Capucin,RONCHAMP,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901257,
"POINT (6.5033877010199 47.6863943344794)","101104",VINTERSTEIN Paul et Fils,"2, Rue des Fincelles",LURE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012200054,
"POINT (6.50004020722637 47.682152008195)","101105",PETIT CREUSOT SARL,39 rue de Lorraine,LURE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903776,
"POINT (6.44118079372254 47.2253559791901)","101106",GIRARDET ET FILS,Moulin de la Creuse,VILLERS CHIEF,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902860,
"POINT (6.78026121542993 47.480096037833)","101107",NEDEY CITROEN SA,ZA de la Cray,VOUJEAUCOURT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012800066,
"POINT (6.50004020722637 47.682152008195)","101108",TTS FRANCE SARL,3 rue de la Reigne,LURE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903781,
"POINT (6.58147078565472 47.7538807559356)","101109",LISI AUTOMOTIVE - Site n° 2,ZA Les Zervaux n° 8,MELISEY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012700182,
"POINT (6.85585882391435 47.6305152901069)","101110",PRESSING DU LION,35 faubourg de Montbéliard,BELFORT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012800022,
"POINT (6.76789165944784 47.4767932313022)","101111",TAPM,11  Rue du Pont,VOUJEAUCOURT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012800171,
"POINT (6.72807752604993 47.1625889725165)","101112",Garage Haut Doubs Automobiles,"34, avenue de Lattre de Tassigny",LE RUSSEY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012800175,
"POINT (6.82200417653548 47.2140456926745)","101113",GARAGE BINETRUY SARL,"11, grande rue",CHARQUEMONT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012800177,
"POINT (6.82313517292348 47.7416107715435)","101114",INSTITUT PERDRIZET,Résidence Saint Joseph - 10 rue de l'Abbé Bidaine,GIROMAGNY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012800067,
"POINT (6.60364514348633 47.3059384747418)","101115",STOFLETH Gérard,15 Grande Rue - SANCEY LE LONG,SANCEY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012800096,
"POINT (6.8295559942594 47.5150289648872)","101116",CONTIREP,4 rue d'Epinal,SOCHAUX,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904307,
"POINT (6.8408491445301 47.5037252528652)","101117",THEDIS,ZI Les Bouquières,EXINCOURT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900282,
"POINT (6.59084216221411 47.058123448388)","101118",GROUPE CASINO,4  rue du Clos Jeune,MORTEAU,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904773,
"POINT (6.55824012172388 47.7451294184187)","101119",GARNIER ETS,1 rue des Echelets,MELISEY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012200124,
"POINT (6.74177620538259 47.7620733659711)","101120",KIBROS USINE B,69 rue Louis Pasteur,PLANCHER BAS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901238,
"POINT (6.47110533426776 47.60620780661)","101121",CHOIX ET CIE SABLIERES SA (Gouhenans),AUX ORMES,GOUHENANS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901831,
"POINT (6.74565977903072 47.2657769204607)","101122",MEUBLES BERNARDOT,La Voyèze,VAUCLUSOTTE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902580,
"POINT (6.55185686433286 47.53838009303)","101123",ERDF,Courbenans,VELLECHEVREUX ET COURBENANS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904002,
"POINT (6.58486815066095 47.4443404570943)","101124",GEDIF SARL,41 rue de la Première Cité,L ISLE SUR LE DOUBS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904284,
"POINT (6.73202434306778 47.1516641828844)","101125",FM INDUSTRIES,Rue des Usines,LE RUSSEY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904301,
"POINT (6.55220457751629 47.5822413716174)","101126",GUILLAUME Valéry,27 Grande rue,MIGNAVILLERS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904571,
"POINT (6.41914208079864 47.531249336407)","101127",SYTEVOM,Lieu-Dit L'Etang du Bas,LES MAGNY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904917,
"POINT (6.56397708557391 47.7607846599785)","101128",GBTP,Lieu-Dit La Couaz,MELISEY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905601,
"POINT (6.56083393623658 47.2184050971491)","101129",DUBOZ,Domprel,PIERREFONTAINE LES VARANS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905604,
"POINT (6.76365968609652 47.5668402604971)","101130",Artisans de la rue de la Tuilerie,13 rue de la Tuilerie,HERICOURT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905625,
"POINT (6.67917690681993 47.2508187438115)","101131",COMMUNE DE CHARMOILLE,lieu-dit Come Jean Adrien,CHARMOILLE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905635,
"POINT (6.61885647755176 47.3370061894607)","101132",GAEC DES COUSINS VERNIER,lieu-dit Sur le Mont,BELVOIR,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500087,
"POINT (6.70162780201547 47.1989844635462)","101133",EARL OUDOT EMMANUEL ET DELPHINE,8 RUE DE LA FONTAINE,BONNETAGE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500114,
"POINT (6.76603740880683 47.1715623073755)","101134",GAEC DE L'EGLISE BOILLON et MILLOT,"11, Route des CERNEUX-MONNOT",BONNETAGE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500115,
"POINT (6.76078919040326 47.1760863197938)","101135",FROMAGERIE CERNEUX MONNOTS,,BONNETAGE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500118,
"POINT (6.74107278483232 47.1839537951356)","101136",EARL GLASSON,"7, chemin du Grand Pré",BONNETAGE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500120,
"POINT (6.71003060678975 47.1952365770001)","101137",GAEC DE FRANCHE NORMANDIE,14 ROUTE DU VILLAGE BAS,BONNETAGE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500121,
"POINT (6.43761438589221 47.0396714078284)","101138",GAEC DE LA GRANGE BRULEE,1 LD LA MONTAGNE DE LA CHAUX,LA CHAUX,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500226,
"POINT (6.42144464369886 47.258398449866)","101139",GAEC DE L'ARC EN CIEL,CHEMIN MAIRIE,COURTETAIN ET SALANS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500264,
"POINT (6.85441731932622 47.3211123262429)","101140",EARL Brice DUCLOUX (Pisciculture),La Forge,SOULCE CERNAY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500858,
"POINT (6.65592684887212 47.37460447725)","101141",GAEC DE L'ISERAN,Mambouhans - 8 rue de Planchot,DAMBELIN,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500279,
"POINT (6.81945134160836 47.4054467281958)","101142",GAEC BUCHER DU SOLEIL LEVANT,RUE DES VERGERS,ECURCEY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052501017,
"POINT (6.73297366174207 47.3446124734624)","101143",GAEC DES CAMPENOTTES,1 RUE DE SOLEMONT,FEULE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500365,
"POINT (6.63073916127514 47.0771634141156)","101144",GAEC DE LA TUILERIE,5 RUE DE LA TUILERIE,LES FINS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500369,
"POINT (6.44267827746506 47.4094310370564)","101145",ROPRAZ ALAIN,LA GRANGE CERTIER,FONTAINE LES CLERVAL,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052501036,
"POINT (6.42818620367032 46.852303259815)","101146",GAEC DU PRINTEMPS,LES GRANGES BAILLY,LES FOURGS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052501041,
"POINT (6.79933303332274 47.1511762604024)","101147",GAEC DES CLARINES,LES CARTERONS,GRAND COMBE DES BOIS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500413,
"POINT (6.50239308430987 47.2207728194529)","101148",GAEC BELLECOURBE,SOUS BELLE COMBE,GERMEFONTAINE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500433,
"POINT (6.45579946177577 47.4323790414811)","101149",GAEC DE GONDENANS,1 Rue du Gros Lomont - ·,GONDENANS MONTBY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500447,
"POINT (6.79024128526615 47.1382069443052)","101150",Fruitière des Crêtes du Haut Doubs,Route des Peux,GRAND COMBE DES BOIS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500465,
"POINT (6.55383146742776 47.0082131285933)","101151",GAEC DES SAULES,"19, les Saules",LES GRAS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500480,
"POINT (6.57997924592805 47.147773031246)","101152",GAEC BOILLON DE PLAINMONT,2 LIEU DIT PLAINMONT,GUYANS VENNES,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500491,
"POINT (6.61827705090307 47.1450491679277)","101153",EARL SAUGE JEAN-FRANCOIS,3 LE BAS DES PRES,GUYANS VENNES,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500494,
"POINT (6.50278283561552 47.2513190154173)","101154",GAEC DU PLATEAU DE LANDRESSE,3 Sur la Cote,LANDRESSE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500523,
"POINT (6.42805064332796 47.1652797131182)","101155",EARL DU PAIN DE BEURRE,20 Grande Rue,LONGECHAUX,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052501065,
"POINT (6.43860148089516 47.1674537924442)","101156",SCL LA ROCHETTE,20 grande rue,LONGECHAUX,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052501066,
"POINT (6.49762191649176 47.1525186371524)","101157",GAEC TARBY,15 BIS GRANDE RUE,LORAY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500573,
"POINT (6.47274197432396 47.163910942134)","101158",JACQUET Frères (SCEA),,LORAY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500578,
"POINT (6.54015784300038 47.4610102213268)","101159",GAEC ULMANN FRERES,En Blouveaux,MANCENANS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052501069,
"POINT (6.84342196124994 47.3026939074316)","101160",GAEC DE LA CHAVOTTTE,8 Rue de la Chavotte,MONTANDON,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500621,
"POINT (6.57593386368831 47.2139475717337)","101161",Les Attelages de la Roche percée,La Ferme de Nirveau - Rue Lilas,PIERREFONTAINE LES VARANS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500724,
"POINT (6.58933052514643 47.320512527091)","101162",GAEC BRAND,"12, Rue de la fontaine",RAHON,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500756,
"POINT (6.75082218318251 47.1741836047343)","101163",ECOLE COMTOISE DU MUSHER,LES FOURNOTS DU BAS,LE RUSSEY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052501098,
"POINT (6.51300194820509 47.1973006254655)","101164",GAEC DES PERRIERES,LES PERRIERES,LA SOMMETTE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500855,
"POINT (6.5222220792381 47.1963626283374)","101165",GAEC KASPAR,"5, rue de la Vie de Plainmont",LA SOMMETTE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500856,
"POINT (6.62380807865726 47.2686227991773)","101166",GAEC DE DERRIERE LE CRET,Derrière le Creêt,SURMONT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500864,
"POINT (6.68917144345217 47.4154495464638)","101167",SCEA Elevage du Clos Bourgeois CASSARD,"1, rue des vignes",VILLARS SOUS ECOT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052501138,
"POINT (6.50232591742531 46.9909076336214)","101168",GAEC DE LA COMBE BENOIT,3 B COMBE BENOIT,VILLE DU PONT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500936,
"POINT (6.41680467088517 47.5937374988145)","101169",BILLE Dominique,12 ROUTE DE LURE,AILLEVANS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000018,
"POINT (6.68709879608721 47.5891831148003)","101170",KIEFER Sylvan,CHEZ M. NASS CLAUDE - 43 RUE DE CERNAY,CHAMPEY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000192,
"POINT (6.53633802079748 47.6669947751232)","101171",ROYOULOTTE (EARL de la),- 33  R   DE LA MAIRIE,ROYE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000669,
"POINT (6.52461042294738 47.7246327386667)","101172",GRANDMOUGIN Jacques,- 50  RTE DE LANTENOT,ST GERMAIN,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000937,
"POINT (6.82038177830691 47.7082785331369)","101173",GAEC DE LA MONTAGNE VOSGIENNE,19 RUE DES VOSGES,LACHAPELLE SOUS CHAUX,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0059000032,
"POINT (6.77091361100889 47.1296813893752)","101174",CARRIERE SAUVAGE,,GRAND COMBE DES BOIS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905815,
"POINT (6.43658704569494 47.023958327485)","101175",GAEC JEANNIER,9 Rue du Docteur Girard,LA CHAUX,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905875,
"POINT (6.56640937698584 47.0113308408944)","101176",GAEC REYMOND DE LA FONTAINE,4 Fontaine des Cordiers,GRAND COMBE CHATELEU,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905882,
"POINT (6.57777964820261 47.1758958709219)","101177",GAEC CASSARD SOUS LE BOIS,3 Sous le Bois,GUYANS VENNES,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905888,
"POINT (6.59377962950712 47.3438050071467)","101178",GAEC DAUPHIN,3 Rue de Vyt les Belvoir,VELLEROT LES BELVOIR,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905907,
"POINT (6.71514782103209 47.2631899060962)","101179",COMMUNE DE COUR ST MAURICE,Rue du Dessoubre,COUR ST MAURICE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906102,
"POINT (6.76365968609652 47.5668402604971)","101180",CARMINATI-FARINEY TPS,1 rue Gustave Eiffel,HERICOURT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906108,
"POINT (6.42869844429069 47.5593136420045)","101181",DEPANNAGE ASSISTANCE FRANCHE-COMTE,Rue du Quai Militaire,VILLERSEXEL,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906125,
"POINT (6.52195955898186 47.7219016272823)","101182",TISSERAND Frédéric,13 rue des Vosges,ST GERMAIN,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906126,
"POINT (6.6402218064692 47.7951620285329)","101183",INVERNIZZI Antonio,Ruisseau Jannot et Fahy de Bois,TERNUAY MELAY ET ST HILAIRE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906224,
"POINT (6.589642331159 47.2948646539371)","101184",GAEC DES VERGERS,"22, rue de la Paix",SANCEY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906279,
"POINT (6.51971977508536 47.6857954578962)","101185",COMPAGNIE PETROLIERE DE L'EST (CPE),Z.I. des Cloyes,LURE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906311,
"POINT (6.8023443569856 47.5422173265945)","101186",DELHAYE Patrick,11 rue du Barrey,BETHONCOURT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906462,
"POINT (6.6724728953867 47.8607823966708)","101187",Elevage de la Tête de Fellering,Lieu-dit Le Maverney,BEULOTTE ST LAURENT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906464,
"POINT (6.65128036237836 47.2627680210662)","101188",SCAF de BELLEHERBE,"22, grande rue",BELLEHERBE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906498,
"POINT (6.6459743670721 47.1908368971911)","101189",GAEC DES MIROIRS (ex GAEC MOUGIN/CUCHE),24 rue du miroir,PLAIMBOIS DU MIROIR,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906542,
"POINT (6.83166996802243 47.5140852557196)","101190",EURO FITTING SOCHAUX,Zone Industrielle Fournisseurs PSA - Quart Nord Est - Bâtiments S10 / S79,SOCHAUX,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906549,
"POINT (6.65644011682883 47.5213671978736)","101193",ARCEY PNEUS,4 rue de Villersexel,ARCEY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003303269,
"POINT (6.6402218064692 47.7951620285329)","101194",SOCIETE DES CARRIERES DE TERNUAY - GDFC,lieux dits Outre l'Eau 1er canton et Fagramme,TERNUAY MELAY ET ST HILAIRE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003300009,
"POINT (6.84176505372664 47.5303530886442)","101195",AZATYAN SAS,Rue des Boigenets,VIEUX CHARMONT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003300339,
"POINT (6.79716327449453 47.6661238836019)","101196",PELTIER Thierry,14 rue de la Forêt,EVETTE SALBERT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003302236,
"POINT (6.43253273234079 47.5597414007592)","101197",TSO SA (C2R),Voie d'Oppenans,VILLERSEXEL,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904214,
"POINT (6.81975687713009 47.7384681573541)","101198",INSTITUT PERDRIZET,rue des Casernes - Bâtiment E.S.F.,GIROMAGNY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903493,
"POINT (6.83327932377729 47.7184895667195)","101199",MGR (Mécanique Générale Réalisations),Lieu dit La Tournerie,CHAUX,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012400094,
"POINT (6.82576656232511 47.7416058367682)","101200",MARSOT DENIS,35 grande rue,GIROMAGNY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012400189,
"POINT (6.51263481748873 47.1054360980567)","101201",FAIVRE RAMPANT,Lieu dit Mortary,ORCHAMPS VENNES,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906015,
"POINT (6.67977676344644 47.0746291375958)","101202",MOUGIN (bois sous eau),Les majors,VILLERS LE LAC,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902339,
"POINT (6.85346629366149 47.4697102040288)","101203",TOTAL,98 Rue d'Audincourt,SELONCOURT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903026,
"POINT (6.68992007286155 47.6901140564899)","101204",ORIEZ Garage,"23, Grande Rue",CHAMPAGNEY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012700221,
"POINT (6.84036954803598 47.5057508000812)","101205",BONNEFOY BETON CARRIERES INDUSTRIE,ZI des Bouquières,EXINCOURT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012800021,
"POINT (6.57952863464607 47.4479200969231)","101206",INTERMARCHE LES MARRONNIERS,Avenue Foch,L ISLE SUR LE DOUBS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012800299,
"POINT (6.79490084103375 47.5163075161029)","101207",PRESSING LILIC,33 Avenue Foch,MONTBELIARD,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012800384,
"POINT (6.76490292297393 47.3861648956115)","101208",BONNOT ARMAND ET CIE,53 bis rue de Besançon,PONT DE ROIDE VERMONDANS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012800458,
"POINT (6.79376981117883 47.5185522840115)","101209",Centre Hospitalier Belfort Montbeliard,"Site André Boulloche - 2, Rue du Docteur Flamand - BP 209",MONTBELIARD,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901934,
"POINT (6.83629097335094 47.5037763867667)","101210",COLOR PRO,ZI des Bouquières,EXINCOURT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902578,
"POINT (6.71275536588876 47.376632059869)","101211",SCIERIE DU LOMONT (Lescot Denis),7 Rue du Moulin,REMONDANS VAIVRE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902936,
"POINT (6.47892551915779 47.1132145532495)","101212",EDF GDF (Flangebouche),Lieu Dit Les Laves,FLANGEBOUCHE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904031,
"POINT (6.83914780658313 47.6480169973665)","101213",LOGISTIQUE GLOBALE EUROPEENE,Bâtiment 21 - 3 avenue des Trois Chênes,BELFORT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904434,
"POINT (6.51295376467968 47.513744583719)","101214",GAEC SUR VERDEY (BOUCARD Olivier),6 rue du Général Rampont,GRAMMONT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000434,
"POINT (6.8420519598287 47.4656805819424)","101216",META PROTEC,23 Route d'Audincourt,VALENTIGNEY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903071,
"POINT (6.79214355747818 47.4448144568034)","101217",BORDY,40 rue du Théâtre,MANDEURE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900397,
"POINT (6.83628585539783 47.6684770937729)","101218",CRELIER,Avenue Michel Page,VALDOIE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012400309,
"POINT (6.46508256644398 47.6925726337652)","101219",COLAS EST,ZA du Tertre Landry,LURE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012200025,
